quid,model,response,similarity_to_centroid,pairwise_mean_micro,similarity_to_human_centroid,avg_centroid_similarity,avg_human_model_centroid_distance,questionnaire,question_type,model_domain
74,human,9,0.88489765,0.42839152,0.88489765,0.66561854,0.66561854,bi,combined,human
74,human,10,0.8567917,0.42839152,0.8567917,0.66561854,0.66561854,bi,combined,human
74,human,11,0.7211082,0.42839152,0.7211082,0.66561854,0.66561854,bi,combined,human
74,human,12,0.76691854,0.42839152,0.76691854,0.66561854,0.66561854,bi,combined,human
74,human,13,0.46956536,0.42839152,0.46956536,0.66561854,0.66561854,bi,combined,human
74,human,14,0.5923358,0.42839152,0.5923358,0.66561854,0.66561854,bi,combined,human
74,human,15,0.7542266,0.42839152,0.7542266,0.66561854,0.66561854,bi,combined,human
74,human,16,0.87113935,0.42839152,0.87113935,0.66561854,0.66561854,bi,combined,human
74,human,17,0.7740634,0.42839152,0.7740634,0.66561854,0.66561854,bi,combined,human
74,human,18,0.8766675,0.42839152,0.8766675,0.66561854,0.66561854,bi,combined,human
74,human,19,0.72086823,0.42839152,0.72086823,0.66561854,0.66561854,bi,combined,human
74,human,20,0.65800893,0.42839152,0.65800893,0.66561854,0.66561854,bi,combined,human
74,human,21,0.36318123,0.42839152,0.36318123,0.66561854,0.66561854,bi,combined,human
74,human,22,0.57071817,0.42839152,0.57071817,0.66561854,0.66561854,bi,combined,human
74,human,23,0.8877376,0.42839152,0.8877376,0.66561854,0.66561854,bi,combined,human
74,human,24,0.55256724,0.42839152,0.55256724,0.66561854,0.66561854,bi,combined,human
74,human,25,0.27771103,0.42839152,0.27771103,0.66561854,0.66561854,bi,combined,human
74,human,26,0.62562394,0.42839152,0.62562394,0.66561854,0.66561854,bi,combined,human
74,human,27,0.40679884,0.42839152,0.40679884,0.66561854,0.66561854,bi,combined,human
74,human,28,0.4606597,0.42839152,0.4606597,0.66561854,0.66561854,bi,combined,human
74,human,29,0.7485327,0.42839152,0.7485327,0.66561854,0.66561854,bi,combined,human
74,human,30,0.47790486,0.42839152,0.47790486,0.66561854,0.66561854,bi,combined,human
74,human,31,0.57656026,0.42839152,0.57656026,0.66561854,0.66561854,bi,combined,human
74,human,32,0.504285,0.42839152,0.504285,0.66561854,0.66561854,bi,combined,human
74,human,33,0.43770468,0.42839152,0.43770468,0.66561854,0.66561854,bi,combined,human
74,human,34,0.59858334,0.42839152,0.59858334,0.66561854,0.66561854,bi,combined,human
74,human,35,0.8877376,0.42839152,0.8877376,0.66561854,0.66561854,bi,combined,human
74,human,36,0.8877376,0.42839152,0.8877376,0.66561854,0.66561854,bi,combined,human
74,human,37,0.8877376,0.42839152,0.8877376,0.66561854,0.66561854,bi,combined,human
74,human,38,0.8877376,0.42839152,0.8877376,0.66561854,0.66561854,bi,combined,human
74,human,39,0.54606104,0.42839152,0.54606104,0.66561854,0.66561854,bi,combined,human
74,biogpt-medical,1,0.54122055,0.34668675,0.13864443,0.6909048,0.31468812,bi,combined,biomedical
74,biogpt-medical,2,0.72078574,0.34668675,0.43037254,0.6909048,0.31468812,bi,combined,biomedical
74,biogpt-medical,3,0.741279,0.34668675,0.38141364,0.6909048,0.31468812,bi,combined,biomedical
74,biogpt-medical,4,0.70497656,0.34668675,0.275321,0.6909048,0.31468812,bi,combined,biomedical
74,biogpt-medical,5,0.74626195,0.34668675,0.34768894,0.6909048,0.31468812,bi,combined,biomedical
74,R1-Qwen-8B-standard,1,0.79492867,0.4669838,0.20602885,0.75735533,0.2958768,bi,combined,general
74,R1-Qwen-8B-standard,2,0.7556274,0.4669838,0.31575114,0.75735533,0.2958768,bi,combined,general
74,R1-Qwen-8B-standard,3,0.70969874,0.4669838,0.22510523,0.75735533,0.2958768,bi,combined,general
74,R1-Qwen-8B-standard,4,0.7200898,0.4669838,0.39747244,0.75735533,0.2958768,bi,combined,general
74,R1-Qwen-8B-standard,5,0.806432,0.4669838,0.33502626,0.75735533,0.2958768,bi,combined,general
74,Mistral-124B-large-standard,1,0.82132524,0.75494605,0.40312204,0.89663637,0.3685153,bi,combined,general
74,Mistral-124B-large-standard,2,0.9531306,0.75494605,0.3375791,0.89663637,0.3685153,bi,combined,general
74,Mistral-124B-large-standard,3,0.8691905,0.75494605,0.42434135,0.89663637,0.3685153,bi,combined,general
74,Mistral-124B-large-standard,4,0.95613515,0.75494605,0.35059154,0.89663637,0.3685153,bi,combined,general
74,Mistral-124B-large-standard,5,0.8834004,0.75494605,0.3269426,0.89663637,0.3685153,bi,combined,general
74,biogpt-medtext-347M-medical,1,0.7102968,0.30199856,0.2952558,0.7312084,0.3039641,bi,combined,biomedical
74,biogpt-medtext-347M-medical,2,0.7462092,0.30199856,0.45217913,0.7312084,0.3039641,bi,combined,biomedical
74,biogpt-medtext-347M-medical,3,0.73711914,0.30199856,0.16445732,0.7312084,0.3039641,bi,combined,biomedical
74,gemma3-4B-standard,1,0.7587339,0.75102776,0.3352645,0.8948868,0.36850375,bi,combined,general
74,gemma3-4B-standard,2,0.9468081,0.75102776,0.38904896,0.8948868,0.36850375,bi,combined,general
74,gemma3-4B-standard,3,0.88872474,0.75102776,0.38698453,0.8948868,0.36850375,bi,combined,general
74,gemma3-4B-standard,4,0.9496044,0.75102776,0.36426628,0.8948868,0.36850375,bi,combined,general
74,gemma3-4B-standard,5,0.9305625,0.75102776,0.3669543,0.8948868,0.36850375,bi,combined,general
74,llama-3.2-1B-medical,1,0.7679032,0.33359224,0.29751506,0.6832816,0.314676,bi,combined,biomedical
74,llama-3.2-1B-medical,2,0.76173675,0.33359224,0.3852023,0.6832816,0.314676,bi,combined,biomedical
74,llama-3.2-1B-medical,3,0.68878126,0.33359224,0.21594706,0.6832816,0.314676,bi,combined,biomedical
74,llama-3.2-1B-medical,4,0.4484716,0.33359224,0.3760127,0.6832816,0.314676,bi,combined,biomedical
74,llama-3.2-1B-medical,5,0.7495154,0.33359224,0.29870296,0.6832816,0.314676,bi,combined,biomedical
74,llama-3.2-1B-standard,1,0.57960254,0.25437012,0.33546662,0.6352134,0.33846086,bi,combined,general
74,llama-3.2-1B-standard,2,0.58209586,0.25437012,0.3620183,0.6352134,0.33846086,bi,combined,general
74,llama-3.2-1B-standard,3,0.46043992,0.25437012,0.25740898,0.6352134,0.33846086,bi,combined,general
74,llama-3.2-1B-standard,4,0.7769643,0.25437012,0.36870527,0.6352134,0.33846086,bi,combined,general
74,llama-3.2-1B-standard,5,0.7769643,0.25437012,0.36870527,0.6352134,0.33846086,bi,combined,general
74,llama-3.2-3B-standard,1,0.9108032,0.535488,0.4666425,0.7927108,0.4184718,bi,combined,general
74,llama-3.2-3B-standard,2,0.8830613,0.535488,0.37933105,0.7927108,0.4184718,bi,combined,general
74,llama-3.2-3B-standard,3,0.6261972,0.535488,0.49097356,0.7927108,0.4184718,bi,combined,general
74,llama-3.2-3B-standard,4,0.78096795,0.535488,0.3399586,0.7927108,0.4184718,bi,combined,general
74,llama-3.2-3B-standard,5,0.76252437,0.535488,0.41545343,0.7927108,0.4184718,bi,combined,general
74,flanT5-base-standard,1,0.846279,0.5065309,0.20202349,0.7779619,0.2081676,bi,combined,general
74,flanT5-base-standard,2,0.3838205,0.5065309,0.08430928,0.7779619,0.2081676,bi,combined,general
74,flanT5-base-standard,3,0.8751496,0.5065309,0.30110466,0.7779619,0.2081676,bi,combined,general
74,flanT5-base-standard,4,0.8818456,0.5065309,0.18236484,0.7779619,0.2081676,bi,combined,general
74,flanT5-base-standard,5,0.9027147,0.5065309,0.27103567,0.7779619,0.2081676,bi,combined,general
74,bloom-6B4-german-standard,1,0.5986263,0.20673802,0.30437982,0.6044753,0.29113388,bi,combined,general
74,bloom-6B4-german-standard,2,0.5077924,0.20673802,0.10727127,0.6044753,0.29113388,bi,combined,general
74,bloom-6B4-german-standard,3,0.619241,0.20673802,0.35091996,0.6044753,0.29113388,bi,combined,general
74,bloom-6B4-german-standard,4,0.62609684,0.20673802,0.44315198,0.6044753,0.29113388,bi,combined,general
74,bloom-6B4-german-standard,5,0.6706201,0.20673802,0.24994633,0.6044753,0.29113388,bi,combined,general
74,flanT5-base-medical,1,0.49939686,0.3821646,0.383901,0.71114814,0.40041023,bi,combined,biomedical
74,flanT5-base-medical,2,0.6540024,0.3821646,0.26024562,0.71114814,0.40041023,bi,combined,biomedical
74,flanT5-base-medical,3,0.8230212,0.3821646,0.4295781,0.71114814,0.40041023,bi,combined,biomedical
74,flanT5-base-medical,4,0.82588077,0.3821646,0.49148577,0.71114814,0.40041023,bi,combined,biomedical
74,flanT5-base-medical,5,0.75343966,0.3821646,0.43684047,0.71114814,0.40041023,bi,combined,biomedical
74,llama-3.3-70B-standard,1,0.9616758,0.91081464,0.37399113,0.9636658,0.34771132,bi,combined,general
74,llama-3.3-70B-standard,2,0.9865508,0.91081464,0.32572052,0.9636658,0.34771132,bi,combined,general
74,llama-3.3-70B-standard,3,0.97672266,0.91081464,0.31742954,0.9636658,0.34771132,bi,combined,general
74,llama-3.3-70B-standard,4,0.9076659,0.91081464,0.4023982,0.9636658,0.34771132,bi,combined,general
74,llama-3.3-70B-standard,5,0.9857136,0.91081464,0.31901717,0.9636658,0.34771132,bi,combined,general
74,phi-4-mini-standard,1,0.79050237,0.4179275,0.43852895,0.73098695,0.44239792,bi,combined,general
74,phi-4-mini-standard,2,0.7430332,0.4179275,0.35653538,0.73098695,0.44239792,bi,combined,general
74,phi-4-mini-standard,3,0.83472234,0.4179275,0.5776565,0.73098695,0.44239792,bi,combined,general
74,phi-4-mini-standard,4,0.50369394,0.4179275,0.39939094,0.73098695,0.44239792,bi,combined,general
74,phi-4-mini-standard,5,0.7829833,0.4179275,0.43987787,0.73098695,0.44239792,bi,combined,general
74,qwen2.5-7B-medical,1,0.9741842,0.84939957,0.3104908,0.9378271,0.33913139,bi,combined,biomedical
74,qwen2.5-7B-medical,2,0.961457,0.84939957,0.3631066,0.9378271,0.33913139,bi,combined,biomedical
74,qwen2.5-7B-medical,3,0.91762954,0.84939957,0.32647896,0.9378271,0.33913139,bi,combined,biomedical
74,qwen2.5-7B-medical,4,0.8888765,0.84939957,0.32967842,0.9378271,0.33913139,bi,combined,biomedical
74,qwen2.5-7B-medical,5,0.9469882,0.84939957,0.3659022,0.9378271,0.33913139,bi,combined,biomedical
74,qwen2.5-7B-standard,1,0.7935356,0.44453686,0.3201779,0.74540555,0.40020996,bi,combined,general
74,qwen2.5-7B-standard,2,0.62163234,0.44453686,0.4937415,0.74540555,0.40020996,bi,combined,general
74,qwen2.5-7B-standard,3,0.8027103,0.44453686,0.40288496,0.74540555,0.40020996,bi,combined,general
74,qwen2.5-7B-standard,4,0.72308624,0.44453686,0.40034497,0.74540555,0.40020996,bi,combined,general
74,qwen2.5-7B-standard,5,0.7860632,0.44453686,0.3839004,0.74540555,0.40020996,bi,combined,general
74,mistral-7B-standard,1,0.7627276,0.43892536,0.35688147,0.7423882,0.25658736,bi,combined,general
74,mistral-7B-standard,2,0.4420576,0.43892536,0.12994315,0.7423882,0.25658736,bi,combined,general
74,mistral-7B-standard,3,0.8093517,0.43892536,0.37592074,0.7423882,0.25658736,bi,combined,general
74,mistral-7B-standard,4,0.8684142,0.43892536,0.23315755,0.7423882,0.25658736,bi,combined,general
74,mistral-7B-standard,5,0.82939005,0.43892536,0.1870339,0.7423882,0.25658736,bi,combined,general
74,ministral-8B-standard,1,0.8531136,0.6843013,0.42060715,0.86454666,0.35182285,bi,combined,general
74,ministral-8B-standard,2,0.8868188,0.6843013,0.26891044,0.86454666,0.35182285,bi,combined,general
74,ministral-8B-standard,3,0.8331808,0.6843013,0.3225187,0.86454666,0.35182285,bi,combined,general
74,ministral-8B-standard,4,0.8681433,0.6843013,0.2885925,0.86454666,0.35182285,bi,combined,general
74,ministral-8B-standard,5,0.88147706,0.6843013,0.45848545,0.86454666,0.35182285,bi,combined,general
74,mistral-7B-medical,1,0.7915831,0.5187602,0.35695603,0.7842246,0.3805577,bi,combined,biomedical
74,mistral-7B-medical,2,0.8466426,0.5187602,0.35366476,0.7842246,0.3805577,bi,combined,biomedical
74,mistral-7B-medical,3,0.78350806,0.5187602,0.39630914,0.7842246,0.3805577,bi,combined,biomedical
74,mistral-7B-medical,4,0.74209905,0.5187602,0.43583035,0.7842246,0.3805577,bi,combined,biomedical
74,mistral-7B-medical,5,0.75729,0.5187602,0.3600282,0.7842246,0.3805577,bi,combined,biomedical
75,human,1,0.64868355,0.47363216,0.64868355,0.697946,0.697946,bi,pq,human
75,human,2,0.6663685,0.47363216,0.6663685,0.697946,0.697946,bi,pq,human
75,human,3,0.73349166,0.47363216,0.73349166,0.697946,0.697946,bi,pq,human
75,human,4,0.7367985,0.47363216,0.7367985,0.697946,0.697946,bi,pq,human
75,human,5,0.74550295,0.47363216,0.74550295,0.697946,0.697946,bi,pq,human
75,human,6,0.77993274,0.47363216,0.77993274,0.697946,0.697946,bi,pq,human
75,human,7,0.69854707,0.47363216,0.69854707,0.697946,0.697946,bi,pq,human
75,human,8,0.8309517,0.47363216,0.8309517,0.697946,0.697946,bi,pq,human
75,human,9,0.4517101,0.47363216,0.4517101,0.697946,0.697946,bi,pq,human
75,human,10,0.45797977,0.47363216,0.45797977,0.697946,0.697946,bi,pq,human
75,human,11,0.7382933,0.47363216,0.7382933,0.697946,0.697946,bi,pq,human
75,human,12,0.41090024,0.47363216,0.41090024,0.697946,0.697946,bi,pq,human
75,human,13,0.48995245,0.47363216,0.48995245,0.697946,0.697946,bi,pq,human
75,human,14,0.68494594,0.47363216,0.68494594,0.697946,0.697946,bi,pq,human
75,human,15,0.77993274,0.47363216,0.77993274,0.697946,0.697946,bi,pq,human
75,human,16,0.6174338,0.47363216,0.6174338,0.697946,0.697946,bi,pq,human
75,human,17,0.646006,0.47363216,0.646006,0.697946,0.697946,bi,pq,human
75,human,18,0.67898536,0.47363216,0.67898536,0.697946,0.697946,bi,pq,human
75,human,19,0.6233932,0.47363216,0.6233932,0.697946,0.697946,bi,pq,human
75,human,20,0.8620131,0.47363216,0.8620131,0.697946,0.697946,bi,pq,human
75,human,21,0.7092627,0.47363216,0.7092627,0.697946,0.697946,bi,pq,human
75,human,22,0.6066555,0.47363216,0.6066555,0.697946,0.697946,bi,pq,human
75,human,23,0.8354341,0.47363216,0.8354341,0.697946,0.697946,bi,pq,human
75,human,24,0.7530424,0.47363216,0.7530424,0.697946,0.697946,bi,pq,human
75,human,25,0.53051233,0.47363216,0.53051233,0.697946,0.697946,bi,pq,human
75,human,26,0.76679075,0.47363216,0.76679075,0.697946,0.697946,bi,pq,human
75,human,27,0.76679075,0.47363216,0.76679075,0.697946,0.697946,bi,pq,human
75,human,28,0.5569893,0.47363216,0.5569893,0.697946,0.697946,bi,pq,human
75,human,29,0.6706925,0.47363216,0.6706925,0.697946,0.697946,bi,pq,human
75,human,30,0.62812203,0.47363216,0.62812203,0.697946,0.697946,bi,pq,human
75,human,31,0.49462247,0.47363216,0.49462247,0.697946,0.697946,bi,pq,human
75,human,32,0.8620131,0.47363216,0.8620131,0.697946,0.697946,bi,pq,human
75,human,33,0.8620131,0.47363216,0.8620131,0.697946,0.697946,bi,pq,human
75,human,34,0.8620131,0.47363216,0.8620131,0.697946,0.697946,bi,pq,human
75,human,35,0.8620131,0.47363216,0.8620131,0.697946,0.697946,bi,pq,human
75,human,36,0.8620131,0.47363216,0.8620131,0.697946,0.697946,bi,pq,human
75,human,37,0.8620131,0.47363216,0.8620131,0.697946,0.697946,bi,pq,human
75,human,38,0.6671482,0.47363216,0.6671482,0.697946,0.697946,bi,pq,human
75,human,39,0.77993274,0.47363216,0.77993274,0.697946,0.697946,bi,pq,human
75,mistral-7B-medical,1,0.8394119,0.50200117,0.5888052,0.77562946,0.44411573,bi,pq,biomedical
75,mistral-7B-medical,2,0.5798777,0.50200117,0.45633405,0.77562946,0.44411573,bi,pq,biomedical
75,mistral-7B-medical,3,0.8249986,0.50200117,0.37671906,0.77562946,0.44411573,bi,pq,biomedical
75,mistral-7B-medical,4,0.7882802,0.50200117,0.42352408,0.77562946,0.44411573,bi,pq,biomedical
75,mistral-7B-medical,5,0.8455789,0.50200117,0.37519628,0.77562946,0.44411573,bi,pq,biomedical
75,ministral-8B-standard,1,0.61642575,0.5142805,0.5107521,0.7819363,0.49139804,bi,pq,general
75,ministral-8B-standard,2,0.88929963,0.5142805,0.5508655,0.7819363,0.49139804,bi,pq,general
75,ministral-8B-standard,3,0.8972546,0.5142805,0.6022261,0.7819363,0.49139804,bi,pq,general
75,ministral-8B-standard,4,0.84420633,0.5142805,0.446631,0.7819363,0.49139804,bi,pq,general
75,ministral-8B-standard,5,0.6624952,0.5142805,0.34651557,0.7819363,0.49139804,bi,pq,general
75,flanT5-base-standard,1,0.60815537,0.3012915,0.14583015,0.66410327,0.26976675,bi,pq,general
75,flanT5-base-standard,2,0.7409564,0.3012915,0.3321331,0.66410327,0.26976675,bi,pq,general
75,flanT5-base-standard,3,0.7080858,0.3012915,0.2428928,0.66410327,0.26976675,bi,pq,general
75,flanT5-base-standard,4,0.5975758,0.3012915,0.41915742,0.66410327,0.26976675,bi,pq,general
75,flanT5-base-standard,5,0.66574305,0.3012915,0.20882025,0.66410327,0.26976675,bi,pq,general
75,gemma3-4B-standard,1,0.8430053,0.5544031,0.5862464,0.8021985,0.4590335,bi,pq,general
75,gemma3-4B-standard,2,0.79741144,0.5544031,0.34598863,0.8021985,0.4590335,bi,pq,general
75,gemma3-4B-standard,3,0.81876194,0.5544031,0.4370654,0.8021985,0.4590335,bi,pq,general
75,gemma3-4B-standard,4,0.6780689,0.5544031,0.5313666,0.8021985,0.4590335,bi,pq,general
75,gemma3-4B-standard,5,0.873745,0.5544031,0.39450037,0.8021985,0.4590335,bi,pq,general
75,llama-3.2-1B-medical,1,0.6951716,0.41888505,0.6848825,0.73151076,0.47122115,bi,pq,biomedical
75,llama-3.2-1B-medical,2,0.7070577,0.41888505,0.27677932,0.73151076,0.47122115,bi,pq,biomedical
75,llama-3.2-1B-medical,3,0.5961689,0.41888505,0.39598173,0.73151076,0.47122115,bi,pq,biomedical
75,llama-3.2-1B-medical,4,0.87417114,0.41888505,0.5101384,0.73151076,0.47122115,bi,pq,biomedical
75,llama-3.2-1B-medical,5,0.7849845,0.41888505,0.48832384,0.73151076,0.47122115,bi,pq,biomedical
75,llama-3.2-1B-standard,1,0.51201284,0.35127532,0.2640277,0.6935562,0.42174244,bi,pq,general
75,llama-3.2-1B-standard,2,0.7075975,0.35127532,0.29904068,0.6935562,0.42174244,bi,pq,general
75,llama-3.2-1B-standard,3,0.812537,0.35127532,0.57642066,0.6935562,0.42174244,bi,pq,general
75,llama-3.2-1B-standard,4,0.71601593,0.35127532,0.5044364,0.6935562,0.42174244,bi,pq,general
75,llama-3.2-1B-standard,5,0.7196178,0.35127532,0.4647869,0.6935562,0.42174244,bi,pq,general
75,llama-3.2-3B-standard,1,0.6693813,0.22044067,0.41163433,0.6134758,0.333126,bi,pq,general
75,llama-3.2-3B-standard,2,0.3258149,0.22044067,0.09449932,0.6134758,0.333126,bi,pq,general
75,llama-3.2-3B-standard,3,0.66746587,0.22044067,0.36791265,0.6134758,0.333126,bi,pq,general
75,llama-3.2-3B-standard,4,0.73669815,0.22044067,0.4246367,0.6134758,0.333126,bi,pq,general
75,llama-3.2-3B-standard,5,0.6680188,0.22044067,0.3669471,0.6134758,0.333126,bi,pq,general
75,llama-3.3-70B-standard,1,0.9342146,0.83848417,0.38763,0.93315995,0.47083625,bi,pq,general
75,llama-3.3-70B-standard,2,0.89997435,0.83848417,0.58931017,0.93315995,0.47083625,bi,pq,general
75,llama-3.3-70B-standard,3,0.93183964,0.83848417,0.43366125,0.93315995,0.47083625,bi,pq,general
75,llama-3.3-70B-standard,4,0.94106364,0.83848417,0.4414155,0.93315995,0.47083625,bi,pq,general
75,llama-3.3-70B-standard,5,0.9587075,0.83848417,0.5021643,0.93315995,0.47083625,bi,pq,general
75,flanT5-base-medical,1,0.70848095,0.2610405,0.3359355,0.63939995,0.3749658,bi,pq,biomedical
75,flanT5-base-medical,2,0.5720161,0.2610405,0.317594,0.63939995,0.3749658,bi,pq,biomedical
75,flanT5-base-medical,3,0.7042609,0.2610405,0.6656629,0.63939995,0.3749658,bi,pq,biomedical
75,flanT5-base-medical,4,0.6273449,0.2610405,0.20304058,0.63939995,0.3749658,bi,pq,biomedical
75,flanT5-base-medical,5,0.5848971,0.2610405,0.35259596,0.63939995,0.3749658,bi,pq,biomedical
75,Mistral-124B-large-standard,1,0.95562345,0.86142236,0.6603297,0.94294107,0.62350786,bi,pq,general
75,Mistral-124B-large-standard,2,0.92217803,0.86142236,0.5677748,0.94294107,0.62350786,bi,pq,general
75,Mistral-124B-large-standard,3,0.9400681,0.86142236,0.710105,0.94294107,0.62350786,bi,pq,general
75,Mistral-124B-large-standard,4,0.95593727,0.86142236,0.56783414,0.94294107,0.62350786,bi,pq,general
75,Mistral-124B-large-standard,5,0.9408983,0.86142236,0.61149585,0.94294107,0.62350786,bi,pq,general
75,R1-Qwen-8B-standard,1,0.7054684,0.37526807,0.49035665,0.70725846,0.42943484,bi,pq,general
75,R1-Qwen-8B-standard,2,0.61860514,0.37526807,0.35843718,0.70725846,0.42943484,bi,pq,general
75,R1-Qwen-8B-standard,3,0.81730855,0.37526807,0.49055654,0.70725846,0.42943484,bi,pq,general
75,R1-Qwen-8B-standard,4,0.622847,0.37526807,0.32949507,0.70725846,0.42943484,bi,pq,general
75,R1-Qwen-8B-standard,5,0.772063,0.37526807,0.47832865,0.70725846,0.42943484,bi,pq,general
75,biogpt-medical,1,0.7547201,0.41095966,0.25225124,0.72716415,0.257858,bi,pq,biomedical
75,biogpt-medical,2,0.7205042,0.41095966,0.27778447,0.72716415,0.257858,bi,pq,biomedical
75,biogpt-medical,3,0.7433257,0.41095966,0.27891058,0.72716415,0.257858,bi,pq,biomedical
75,biogpt-medical,4,0.6981207,0.41095966,0.21731941,0.72716415,0.257858,bi,pq,biomedical
75,biogpt-medical,5,0.7191502,0.41095966,0.26302436,0.72716415,0.257858,bi,pq,biomedical
75,biogpt-medtext-347M-medical,1,0.6454271,0.28952718,0.2468313,0.6834803,0.3620246,bi,pq,biomedical
75,biogpt-medtext-347M-medical,2,0.64961255,0.28952718,0.3264733,0.6834803,0.3620246,bi,pq,biomedical
75,biogpt-medtext-347M-medical,3,0.63266903,0.28952718,0.3179918,0.6834803,0.3620246,bi,pq,biomedical
75,biogpt-medtext-347M-medical,4,0.80621266,0.28952718,0.556802,0.6834803,0.3620246,bi,pq,biomedical
75,bloom-6B4-german-standard,1,0.8075523,0.40840793,0.59470344,0.72575915,0.40755948,bi,pq,general
75,bloom-6B4-german-standard,2,0.8248328,0.40840793,0.44057113,0.72575915,0.40755948,bi,pq,general
75,bloom-6B4-german-standard,3,0.4589545,0.40840793,0.23556334,0.72575915,0.40755948,bi,pq,general
75,bloom-6B4-german-standard,4,0.69771266,0.40840793,0.39491594,0.72575915,0.40755948,bi,pq,general
75,bloom-6B4-german-standard,5,0.8397435,0.40840793,0.37204385,0.72575915,0.40755948,bi,pq,general
75,qwen2.5-7B-standard,1,0.71855116,0.71738243,0.3810571,0.87971914,0.41192427,bi,pq,general
75,qwen2.5-7B-standard,2,0.8799303,0.71738243,0.50993633,0.87971914,0.41192427,bi,pq,general
75,qwen2.5-7B-standard,3,0.9441944,0.71738243,0.39423117,0.87971914,0.41192427,bi,pq,general
75,qwen2.5-7B-standard,4,0.92135173,0.71738243,0.36149418,0.87971914,0.41192427,bi,pq,general
75,qwen2.5-7B-standard,5,0.9345686,0.71738243,0.4129025,0.87971914,0.41192427,bi,pq,general
75,qwen2.5-7B-medical,1,0.965871,0.8777218,0.4964941,0.94983035,0.47507113,bi,pq,biomedical
75,qwen2.5-7B-medical,2,0.9501009,0.8777218,0.4417747,0.94983035,0.47507113,bi,pq,biomedical
75,qwen2.5-7B-medical,3,0.964419,0.8777218,0.4583937,0.94983035,0.47507113,bi,pq,biomedical
75,qwen2.5-7B-medical,4,0.9653675,0.8777218,0.45536125,0.94983035,0.47507113,bi,pq,biomedical
75,qwen2.5-7B-medical,5,0.9033934,0.8777218,0.5233319,0.94983035,0.47507113,bi,pq,biomedical
75,phi-4-mini-standard,1,0.59064287,0.39442116,0.3632518,0.7180089,0.42573223,bi,pq,general
75,phi-4-mini-standard,2,0.7771937,0.39442116,0.37145287,0.7180089,0.42573223,bi,pq,general
75,phi-4-mini-standard,3,0.6932068,0.39442116,0.48715717,0.7180089,0.42573223,bi,pq,general
75,phi-4-mini-standard,4,0.83684266,0.39442116,0.44811475,0.7180089,0.42573223,bi,pq,general
75,phi-4-mini-standard,5,0.6921588,0.39442116,0.4586845,0.7180089,0.42573223,bi,pq,general
75,mistral-7B-standard,1,0.91857547,0.48089752,0.6062981,0.76466864,0.48482627,bi,pq,general
75,mistral-7B-standard,2,0.828868,0.48089752,0.6163657,0.76466864,0.48482627,bi,pq,general
75,mistral-7B-standard,3,0.44531834,0.48089752,0.31109932,0.76466864,0.48482627,bi,pq,general
75,mistral-7B-standard,4,0.7734957,0.48089752,0.36601448,0.76466864,0.48482627,bi,pq,general
75,mistral-7B-standard,5,0.8570856,0.48089752,0.5243539,0.76466864,0.48482627,bi,pq,general
76,human,1,0.5814471,0.3909858,0.5814471,0.6376531,0.6376531,bi,combined,human
76,human,2,0.6644039,0.3909858,0.6644039,0.6376531,0.6376531,bi,combined,human
76,human,3,0.63380307,0.3909858,0.63380307,0.6376531,0.6376531,bi,combined,human
76,human,4,0.7432139,0.3909858,0.7432139,0.6376531,0.6376531,bi,combined,human
76,human,5,0.6809945,0.3909858,0.6809945,0.6376531,0.6376531,bi,combined,human
76,human,6,0.62579286,0.3909858,0.62579286,0.6376531,0.6376531,bi,combined,human
76,human,7,0.79672885,0.3909858,0.79672885,0.6376531,0.6376531,bi,combined,human
76,human,8,0.67842525,0.3909858,0.67842525,0.6376531,0.6376531,bi,combined,human
76,human,9,0.72707033,0.3909858,0.72707033,0.6376531,0.6376531,bi,combined,human
76,human,10,0.7350635,0.3909858,0.7350635,0.6376531,0.6376531,bi,combined,human
76,human,11,0.45834213,0.3909858,0.45834213,0.6376531,0.6376531,bi,combined,human
76,human,12,0.5328039,0.3909858,0.5328039,0.6376531,0.6376531,bi,combined,human
76,human,13,0.69039595,0.3909858,0.69039595,0.6376531,0.6376531,bi,combined,human
76,human,14,0.6079142,0.3909858,0.6079142,0.6376531,0.6376531,bi,combined,human
76,human,15,0.7587711,0.3909858,0.7587711,0.6376531,0.6376531,bi,combined,human
76,human,16,0.5787664,0.3909858,0.5787664,0.6376531,0.6376531,bi,combined,human
76,human,17,0.61118674,0.3909858,0.61118674,0.6376531,0.6376531,bi,combined,human
76,human,18,0.6791864,0.3909858,0.6791864,0.6376531,0.6376531,bi,combined,human
76,human,19,0.7042444,0.3909858,0.7042444,0.6376531,0.6376531,bi,combined,human
76,human,20,0.45192805,0.3909858,0.45192805,0.6376531,0.6376531,bi,combined,human
76,human,21,0.6625112,0.3909858,0.6625112,0.6376531,0.6376531,bi,combined,human
76,human,22,0.66586983,0.3909858,0.66586983,0.6376531,0.6376531,bi,combined,human
76,human,23,0.78144777,0.3909858,0.78144777,0.6376531,0.6376531,bi,combined,human
76,human,24,0.7907684,0.3909858,0.7907684,0.6376531,0.6376531,bi,combined,human
76,human,25,0.8172904,0.3909858,0.8172904,0.6376531,0.6376531,bi,combined,human
76,human,26,0.65650344,0.3909858,0.65650344,0.6376531,0.6376531,bi,combined,human
76,human,27,0.68818736,0.3909858,0.68818736,0.6376531,0.6376531,bi,combined,human
76,human,28,0.66687226,0.3909858,0.66687226,0.6376531,0.6376531,bi,combined,human
